FILENAME;\Hard Disk2\Result\yeast_20180629_140317.csv
PROTOCOL;yeast
FILE_VERSION;3.3;
DATE START;2018-06-29;14:03:04
DATE END;2018-07-02;13:52:01;;Last Reading;224;Timestamp;260210432                      
DEVICE;BL063-CX_0FFE42
USER;fabian;COMMENT;no comment available
PLATETYPE;MTP-48-Flowerplate;LOT;UNKOWN
MTP ROWS;6
MTP COLUMNS;8
FILTERSETS;3;REFERENCE_MODE;2;MULTI_PMT;1;

FILTERSET;FILTERNAME;EX [nm];EM [nm];LAYOUT;FILTERNR;GAIN;PHASESTATISTICSSIGMA;SIGNALQUALITYTOLERANCE;REFERENCE VALUE;EM2 [nm];GAIN2;PROCESS PARAMETER
C128;B08;X16;;3;40.96948;186.51;0.0;0.00;30.00;85.23;11.94;0.00;
C128;B07;X15;;3;40.97155;144.73;0.0;0.00;29.90;85.11;11.94;0.00;
C128;B06;X14;;3;40.97353;164.92;0.0;0.00;29.90;85.17;11.95;0.00;
C128;B05;X13;;3;40.97550;145.63;0.0;0.00;30.00;85.31;11.94;0.00;
C128;B04;X12;;3;40.97749;203.26;0.0;0.00;29.90;85.56;11.94;0.00;
C128;B03;X11;;3;40.97946;184.80;0.0;0.00;30.00;85.70;11.94;0.00;
C128;B02;X10;;3;40.98146;201.60;0.0;0.00;30.00;86.03;11.93;0.00;
C128;B01;X9;;3;40.98344;189.59;0.0;0.00;30.00;86.21;11.94;0.00;
C128;C01;X17;;3;40.98547;188.28;0.0;0.00;30.00;86.41;11.93;0.00;
C128;C02;X18;;3;40.98743;202.27;0.0;0.00;30.00;86.58;11.93;0.00;
C128;C03;X19;;3;40.98942;184.85;0.0;0.00;30.00;86.65;11.91;0.00;
C128;C04;X20;;3;40.99141;204.59;0.0;0.00;30.10;86.65;11.92;0.00;
C128;C05;X21;;3;40.99339;144.60;0.0;0.00;30.10;86.71;11.93;0.00;
C128;C06;X22;;3;40.99537;167.01;0.0;0.00;30.00;86.65;11.93;0.00;
C128;C07;X23;;3;40.99735;156.94;0.0;0.00;30.10;86.65;11.92;0.00;
C128;C08;X24;;3;40.99937;172.93;0.0;0.00;30.10;86.46;11.93;0.00;
C128;D08;X32;;3;41.00138;172.87;0.0;0.00;30.10;86.52;11.93;0.00;
C128;D07;X31;;3;41.00338;146.96;0.0;0.00;30.10;86.39;11.92;0.00;
C128;D06;X30;;3;41.00538;178.48;0.0;0.00;30.10;86.33;11.92;0.00;
C128;D05;X29;;3;41.00737;154.09;0.0;0.00;30.10;86.16;11.93;0.00;
C128;D04;X28;;3;41.00935;226.09;0.0;0.00;30.10;86.15;11.93;0.00;
C128;D03;X27;;3;41.01133;188.18;0.0;0.00;30.10;85.98;11.93;0.00;
C128;D02;X26;;3;41.01333;231.03;0.0;0.00;30.10;85.75;11.92;0.00;
C128;D01;X25;;3;41.01530;186.52;0.0;0.00;30.10;85.68;11.92;0.00;
C128;E01;X33;;3;41.01731;178.85;0.0;0.00;30.10;85.54;11.92;0.00;
C128;E02;X34;;3;41.01927;221.17;0.0;0.00;30.10;85.35;11.92;0.00;
C128;E03;X35;;3;41.02126;186.76;0.0;0.00;30.10;85.22;11.92;0.00;
C128;E04;X36;;3;41.02325;224.25;0.0;0.00;30.10;85.22;11.92;0.00;
C128;E05;X37;;3;41.02525;154.78;0.0;0.00;30.10;85.10;11.93;0.00;
C128;E06;X38;;3;41.02724;179.16;0.0;0.00;30.10;84.96;11.93;0.00;
C128;E07;X39;;3;41.02923;150.90;0.0;0.00;30.10;84.80;11.93;0.00;
C128;E08;X40;;3;41.03123;173.19;0.0;0.00;30.10;84.90;11.93;0.00;
C128;F08;X48;;3;41.03326;164.07;0.0;0.00;30.10;85.40;11.94;0.00;
C128;F07;X47;;3;41.03527;146.86;0.0;0.00;30.10;85.43;11.92;0.00;
C128;F06;X46;;3;41.03724;171.36;0.0;0.00;30.10;85.14;11.94;0.00;
C128;F05;X45;;3;41.03922;146.22;0.0;0.00;30.10;84.84;11.93;0.00;
C128;F04;X44;;3;41.04124;241.38;0.0;0.00;30.10;84.64;11.94;0.00;
C128;F03;X43;;3;41.04323;182.89;0.0;0.00;30.10;85.23;11.94;0.00;
C128;F02;X42;;3;41.04522;211.22;0.0;0.00;30.10;85.62;11.94;0.00;
C128;F01;X41;;3;41.04721;180.80;0.0;0.00;30.10;85.24;11.94;0.00;
R;;;;1;41.05649;95.83;0.0;31.25;30.10;85.55;11.94;0.00;test measure for referencing with gain 22 and 9
C129;A01;X1;;1;41.05962;12.99;0.0;0.00;30.10;85.16;11.93;0.00;
C129;A02;X2;;1;41.06165;13.55;0.0;0.00;30.10;84.98;11.94;0.00;
C129;A03;X3;;1;41.06364;13.38;0.0;0.00;30.10;84.79;11.94;0.00;
C129;A04;X4;;1;41.06565;13.77;0.0;0.00;30.10;84.65;11.93;0.00;
C129;A05;X5;;1;41.06762;9.67;0.0;0.00;30.10;85.16;12.00;0.00;
C129;A06;X6;;1;41.06961;11.17;0.0;0.00;30.10;85.50;11.93;0.00;
C129;A07;X7;;1;41.07174;9.33;0.0;0.00;30.10;85.18;11.94;0.00;
C129;A08;X8;;1;41.07373;11.95;0.0;0.00;30.10;84.85;11.94;0.00;
C129;B08;X16;;1;41.07584;13.08;0.0;0.00;30.10;84.97;11.93;0.00;
C129;B07;X15;;1;41.07786;10.11;0.0;0.00;30.10;85.56;11.93;0.00;
C129;B06;X14;;1;41.07983;11.55;0.0;0.00;30.10;85.44;11.94;0.00;
C129;B05;X13;;1;41.08188;10.16;0.0;0.00;30.10;85.16;11.95;0.00;
C129;B04;X12;;1;41.08392;14.29;0.0;0.00;30.10;84.91;11.94;0.00;
C129;B03;X11;;1;41.08590;12.95;0.0;0.00;30.10;84.77;11.93;0.00;
C129;B02;X10;;1;41.08789;14.19;0.0;0.00;30.10;85.32;11.94;0.00;
C129;B01;X9;;1;41.08986;13.30;0.0;0.00;30.10;85.42;11.93;0.00;
C129;C01;X17;;1;41.09186;13.22;0.0;0.00;30.10;85.08;11.95;0.00;
C129;C02;X18;;1;41.09384;14.19;0.0;0.00;30.10;84.65;11.92;0.00;
C129;C03;X19;;1;41.09581;12.98;0.0;0.00;30.10;85.17;11.95;0.00;
C129;C04;X20;;1;41.09780;14.37;0.0;0.00;30.10;85.43;11.93;0.00;
C129;C05;X21;;1;41.09979;10.08;0.0;0.00;30.10;85.11;11.94;0.00;
C129;C06;X22;;1;41.10181;11.68;0.0;0.00;30.10;84.64;11.93;0.00;
C129;C07;X23;;1;41.10381;10.91;0.0;0.00;30.10;84.97;11.95;0.00;
C129;C08;X24;;1;41.10586;12.03;0.0;0.00;30.10;85.62;11.94;0.00;
C129;D08;X32;;1;41.10791;12.10;0.0;0.00;30.10;85.29;11.94;0.00;
C129;D07;X31;;1;41.10988;10.22;0.0;0.00;30.10;84.71;11.93;0.00;
C129;D06;X30;;1;41.11190;12.47;0.0;0.00;30.10;84.90;11.95;0.00;
C129;D05;X29;;1;41.11388;10.71;0.0;0.00;30.10;85.42;11.95;0.00;
C129;D04;X28;;1;41.11598;15.86;0.0;0.00;30.10;85.11;11.94;0.00;
C129;D03;X27;;1;41.11798;13.18;0.0;0.00;30.10;84.58;11.94;0.00;
C129;D02;X26;;1;41.11996;16.20;0.0;0.00;30.10;84.97;11.94;0.00;
C129;D01;X25;;1;41.12195;13.05;0.0;0.00;30.10;85.42;11.94;0.00;
C129;E01;X33;;1;41.12404;12.50;0.0;0.00;30.10;84.95;11.94;0.00;
C129;E02;X34;;1;41.12606;15.43;0.0;0.00;30.10;84.59;11.93;0.00;
C129;E03;X35;;1;41.12804;13.01;0.0;0.00;30.10;84.98;11.95;0.00;
C129;E04;X36;;1;41.13004;15.77;0.0;0.00;30.10;85.31;11.95;0.00;
C129;E05;X37;;1;41.13201;10.73;0.0;0.00;30.10;84.95;11.95;0.00;
C129;E06;X38;;1;41.13401;12.46;0.0;0.00;30.00;84.57;12.00;0.00;
C129;E07;X39;;1;41.13600;10.48;0.0;0.00;30.10;84.90;12.00;0.00;
C129;E08;X40;;1;41.13799;12.09;0.0;0.00;30.10;85.29;11.95;0.00;
C129;F08;X48;;1;41.13999;11.45;0.0;0.00;30.00;85.15;11.95;0.00;
C129;F07;X47;;1;41.14196;10.23;0.0;0.00;30.00;84.62;12.00;0.00;
C129;F06;X46;;1;41.14393;11.97;0.0;0.00;30.00;84.69;12.00;0.00;
C129;F05;X45;;1;41.14591;10.16;0.0;0.00;30.00;85.15;12.00;0.00;
C129;F04;X44;;1;41.14790;16.92;0.0;0.00;30.00;85.34;12.00;0.00;
C129;F03;X43;;1;41.14988;12.78;0.0;0.00;30.00;84.96;12.01;0.00;
C129;F02;X42;;1;41.15188;14.84;0.0;0.00;30.00;84.50;12.00;0.00;
C129;F01;X41;;1;41.15386;12.59;0.0;0.00;30.00;84.95;12.00;0.00;
R;;;;2;41.15934;97.19;0.0;31.97;30.00;84.69;11.94;0.00;test measure for referencing with gain 22 and 9
C129;A01;X1;;2;41.16438;56.07;0.0;0.00;30.10;85.46;12.00;0.00;
C129;A02;X2;;2;41.16643;58.62;0.0;0.00;30.10;84.96;12.00;0.00;
C129;A03;X3;;2;41.16845;57.67;0.0;0.00;30.00;84.66;12.02;0.00;
C129;A04;X4;;2;41.17043;59.53;0.0;0.00;30.10;84.96;12.00;0.00;
C129;A05;X5;;2;41.17242;41.92;0.0;0.00;30.10;85.41;12.01;0.00;
C129;A06;X6;;2;41.17440;48.32;0.0;0.00;30.10;85.34;11.94;0.00;
C129;A07;X7;;2;41.17646;40.55;0.0;0.00;30.00;85.14;12.00;0.00;
C129;A08;X8;;2;41.17851;51.93;0.0;0.00;30.10;85.15;12.00;0.00;
C129;B08;X16;;2;41.18064;56.61;0.0;0.00;30.10;85.15;11.93;0.00;
C129;B07;X15;;2;41.18262;43.82;0.0;0.00;30.00;85.09;12.01;0.00;
C129;B06;X14;;2;41.18460;49.99;0.0;0.00;30.00;85.08;12.00;0.00;
C129;B05;X13;;2;41.18663;43.93;0.0;0.00;30.10;85.02;12.00;0.00;
C129;B04;X12;;2;41.18864;61.92;0.0;0.00;30.10;84.90;11.95;0.00;
C129;B03;X11;;2;41.19065;56.03;0.0;0.00;30.10;84.71;12.00;0.00;
C129;B02;X10;;2;41.19268;61.22;0.0;0.00;30.10;85.17;12.00;0.00;
C129;B01;X9;;2;41.19481;57.55;0.0;0.00;30.10;85.55;12.00;0.00;
C129;C01;X17;;2;41.19692;57.00;0.0;0.00;30.10;85.34;12.00;0.00;
C129;C02;X18;;2;41.19894;61.35;0.0;0.00;30.10;85.12;12.00;0.00;
C129;C03;X19;;2;41.20091;55.97;0.0;0.00;30.00;84.90;12.01;0.00;
C129;C04;X20;;2;41.20290;62.07;0.0;0.00;30.10;84.64;12.00;0.00;
C129;C05;X21;;2;41.20490;43.80;0.0;0.00;30.10;85.16;12.02;0.00;
C129;C06;X22;;2;41.20687;50.61;0.0;0.00;30.10;85.36;12.00;0.00;
C129;C07;X23;;2;41.20885;47.47;0.0;0.00;30.10;84.85;12.00;0.00;
C129;C08;X24;;2;41.21093;52.23;0.0;0.00;30.10;84.64;12.01;0.00;
C129;D08;X32;;2;41.21302;52.55;0.0;0.00;30.10;85.15;12.00;0.00;
C129;D07;X31;;2;41.21505;44.39;0.0;0.00;30.10;85.55;12.00;0.00;
C129;D06;X30;;2;41.21706;53.95;0.0;0.00;30.10;85.15;12.01;0.00;
C129;D05;X29;;2;41.21906;46.47;0.0;0.00;30.10;84.85;12.00;0.00;
C129;D04;X28;;2;41.22104;68.49;0.0;0.00;30.10;84.64;11.95;0.00;
C129;D03;X27;;2;41.22302;57.06;0.0;0.00;30.10;85.04;12.00;0.00;
C129;D02;X26;;2;41.22512;69.98;0.0;0.00;30.10;85.49;11.95;0.00;
C129;D01;X25;;2;41.22718;56.34;0.0;0.00;30.10;85.21;12.00;0.00;
C129;E01;X33;;2;41.22925;54.16;0.0;0.00;30.10;84.96;11.95;0.00;
C129;E02;X34;;2;41.23125;67.00;0.0;0.00;30.10;84.79;12.00;0.00;
C129;E03;X35;;2;41.23320;56.60;0.0;0.00;30.10;84.78;11.95;0.00;
C129;E04;X36;;2;41.23521;68.20;0.0;0.00;30.10;85.26;11.94;0.00;
C129;E05;X37;;2;41.23720;46.63;0.0;0.00;30.10;85.37;12.00;0.00;
C129;E06;X38;;2;41.23915;54.04;0.0;0.00;30.10;84.97;11.94;0.00;
C129;E07;X39;;2;41.24116;45.54;0.0;0.00;30.10;84.52;11.95;0.00;
C129;E08;X40;;2;41.24315;52.36;0.0;0.00;30.10;84.84;12.00;0.00;
C129;F08;X48;;2;41.24516;49.72;0.0;0.00;30.10;85.28;12.00;0.00;
C129;F07;X47;;2;41.24724;44.15;0.0;0.00;30.10;85.10;12.00;0.00;
C129;F06;X46;;2;41.24923;51.92;0.0;0.00;30.10;84.44;12.00;0.00;
C129;F05;X45;;2;41.25124;44.41;0.0;0.00;30.10;84.70;12.00;0.00;
C129;F04;X44;;2;41.25320;73.04;0.0;0.00;30.10;85.02;12.01;0.00;
C129;F03;X43;;2;41.25517;55.40;0.0;0.00;30.10;85.15;12.01;0.00;
C129;F02;X42;;2;41.25716;63.87;0.0;0.00;30.10;84.91;12.00;0.00;
C129;F01;X41;;2;41.25920;54.31;0.0;0.00;30.10;84.57;12.01;0.00;
R;;;;3;41.26654;96.32;0.0;31.60;30.10;84.96;12.02;0.00;test measure for referencing with gain 22 and 9
C129;A01;X1;;3;41.27376;184.45;0.0;0.00;30.10;85.06;12.02;0.00;
C129;A02;X2;;3;41.27581;193.43;0.0;0.00;30.10;85.04;12.02;0.00;
C129;A03;X3;;3;41.27781;190.44;0.0;0.00;30.10;84.96;12.02;0.00;
C129;A04;X4;;3;41.27979;196.75;0.0;0.00;30.10;84.84;12.03;0.00;
C129;A05;X5;;3;41.28178;138.70;0.0;0.00;30.10;84.91;12.02;0.00;
C129;A06;X6;;3;41.28374;159.87;0.0;0.00;30.10;84.83;12.03;0.00;
C129;A07;X7;;3;41.28573;134.34;0.0;0.00;30.10;84.84;12.03;0.00;
C129;A08;X8;;3;41.28769;171.37;0.0;0.00;30.10;84.91;12.03;0.00;
C129;B08;X16;;3;41.28971;186.91;0.0;0.00;30.10;85.02;12.03;0.00;
C129;B07;X15;;3;41.29168;144.60;0.0;0.00;30.10;85.04;12.03;0.00;
C129;B06;X14;;3;41.29366;165.23;0.0;0.00;30.10;85.09;12.09;0.00;
C129;B05;X13;;3;41.29565;144.95;0.0;0.00;30.10;85.26;12.04;0.00;
C129;B04;X12;;3;41.29767;203.52;0.0;0.00;30.10;84.97;12.03;0.00;
C129;B03;X11;;3;41.29972;184.72;0.0;0.00;30.10;84.53;12.03;0.00;
C129;B02;X10;;3;41.30167;201.67;0.0;0.00;30.10;84.70;12.03;0.00;
C129;B01;X9;;3;41.30368;189.52;0.0;0.00;30.00;84.99;12.04;0.00;
C129;C01;X17;;3;41.30581;188.49;0.0;0.00;30.00;85.22;12.10;0.00;
C129;C02;X18;;3;41.30780;203.21;0.0;0.00;30.00;84.85;12.10;0.00;
C129;C03;X19;;3;41.30978;185.44;0.0;0.00;30.00;84.43;12.09;0.00;
C129;C04;X20;;3;41.31176;205.48;0.0;0.00;30.00;84.72;12.10;0.00;
C129;C05;X21;;3;41.31374;145.12;0.0;0.00;30.00;84.76;12.10;0.00;
C129;C06;X22;;3;41.31575;167.94;0.0;0.00;30.00;84.83;12.09;0.00;
C129;C07;X23;;3;41.31775;156.62;0.0;0.00;30.00;84.89;12.10;0.00;
C129;C08;X24;;3;41.31975;172.03;0.0;0.00;30.00;84.89;12.04;0.00;
C129;D08;X32;;3;41.32184;173.29;0.0;0.00;30.00;84.95;12.09;0.00;
C129;D07;X31;;3;41.32380;146.61;0.0;0.00;30.00;85.04;12.10;0.00;
C129;D06;X30;;3;41.32577;178.72;0.0;0.00;30.00;85.16;12.11;0.00;
C129;D05;X29;;3;41.32776;153.65;0.0;0.00;30.00;85.22;12.10;0.00;
C129;D04;X28;;3;41.32977;225.76;0.0;0.00;30.00;84.80;12.09;0.00;
C129;D03;X27;;3;41.33175;188.75;0.0;0.00;30.00;84.51;12.09;0.00;
C129;D02;X26;;3;41.33372;231.40;0.0;0.00;30.00;84.78;12.10;0.00;
C129;D01;X25;;3;41.33570;186.47;0.0;0.00;30.00;84.84;12.03;0.00;
C129;E01;X33;;3;41.33769;179.20;0.0;0.00;30.00;84.92;12.10;0.00;
C129;E02;X34;;3;41.33970;221.11;0.0;0.00;30.10;84.96;12.10;0.00;
C129;E03;X35;;3;41.34167;186.57;0.0;0.00;30.00;84.99;12.10;0.00;
C129;E04;X36;;3;41.34366;224.62;0.0;0.00;30.10;85.09;12.10;0.00;
C129;E05;X37;;3;41.34563;154.87;0.0;0.00;30.10;85.15;12.10;0.00;
C129;E06;X38;;3;41.34763;178.63;0.0;0.00;30.10;85.16;12.10;0.00;
C129;E07;X39;;3;41.34960;150.70;0.0;0.00;30.10;85.03;12.10;0.00;
C129;E08;X40;;3;41.35157;172.75;0.0;0.00;30.00;85.03;12.11;0.00;
C129;F08;X48;;3;41.35356;163.74;0.0;0.00;30.10;85.01;12.11;0.00;
C129;F07;X47;;3;41.35555;146.30;0.0;0.00;30.10;84.92;12.09;0.00;
C129;F06;X46;;3;41.35754;171.36;0.0;0.00;30.10;84.84;12.10;0.00;
C129;F05;X45;;3;41.35954;145.85;0.0;0.00;30.10;84.84;12.12;0.00;
C129;F04;X44;;3;41.36153;241.13;0.0;0.00;30.00;84.77;12.12;0.00;
C129;F03;X43;;3;41.36353;182.86;0.0;0.00;30.10;84.80;12.11;0.00;
C129;F02;X42;;3;41.36554;211.17;0.0;0.00;30.10;84.79;12.12;0.00;
C129;F01;X41;;3;41.36749;180.48;0.0;0.00;30.10;84.77;12.12;0.00;
R;;;;1;41.37685;96.09;0.0;31.84;30.00;84.32;12.19;0.00;test measure for referencing with gain 22 and 9
C130;A01;X1;;1;41.37995;12.99;0.0;0.00;30.00;84.11;12.12;0.00;
C130;A02;X2;;1;41.38197;13.61;0.0;0.00;30.00;84.21;12.19;0.00;
C130;A03;X3;;1;41.38406;13.43;0.0;0.00;30.00;84.19;12.13;0.00;
C130;A04;X4;;1;41.38605;13.81;0.0;0.00;30.10;84.14;12.13;0.00;
C130;A05;X5;;1;41.38805;9.67;0.0;0.00;30.00;84.13;12.19;0.00;
C130;A06;X6;;1;41.39005;11.20;0.0;0.00;30.00;84.23;12.19;0.00;
C130;A07;X7;;1;41.39204;9.36;0.0;0.00;30.00;84.12;12.19;0.00;
C130;A08;X8;;1;41.39404;12.01;0.0;0.00;30.00;84.10;12.13;0.00;
C130;B08;X16;;1;41.39607;13.14;0.0;0.00;30.00;83.99;12.13;0.00;
C130;B07;X15;;1;41.39804;10.10;0.0;0.00;30.10;83.99;12.19;0.00;
C130;B06;X14;;1;41.40003;11.56;0.0;0.00;30.00;84.05;12.20;0.00;
C130;B05;X13;;1;41.40200;10.10;0.0;0.00;30.00;84.11;12.20;0.00;
C130;B04;X12;;1;41.40399;14.32;0.0;0.00;30.00;84.25;12.20;0.00;
C130;B03;X11;;1;41.40598;12.95;0.0;0.00;30.00;84.25;12.19;0.00;
C130;B02;X10;;1;41.40797;14.17;0.0;0.00;30.00;84.32;12.20;0.00;
C130;B01;X9;;1;41.40998;13.34;0.0;0.00;30.10;84.32;12.13;0.00;
C130;C01;X17;;1;41.41199;13.24;0.0;0.00;30.00;84.38;12.19;0.00;
C130;C02;X18;;1;41.41396;14.27;0.0;0.00;30.10;84.37;12.19;0.00;
C130;C03;X19;;1;41.41595;12.99;0.0;0.00;30.00;84.35;12.19;0.00;
C130;C04;X20;;1;41.41796;14.41;0.0;0.00;30.10;84.31;12.13;0.00;
C130;C05;X21;;1;41.41994;10.07;0.0;0.00;30.00;84.31;12.19;0.00;
C130;C06;X22;;1;41.42193;11.76;0.0;0.00;30.10;84.11;12.13;0.00;
C130;C07;X23;;1;41.42391;10.92;0.0;0.00;30.00;83.99;12.19;0.00;
C130;C08;X24;;1;41.42597;12.09;0.0;0.00;30.00;83.85;12.20;0.00;
C130;D08;X32;;1;41.42813;12.15;0.0;0.00;30.10;83.79;12.20;0.00;
C130;D07;X31;;1;41.43015;10.22;0.0;0.00;30.00;83.67;12.21;0.00;
C130;D06;X30;;1;41.43218;12.52;0.0;0.00;30.00;83.67;12.20;0.00;
C130;D05;X29;;1;41.43416;10.73;0.0;0.00;30.00;83.67;12.19;0.00;
C130;D04;X28;;1;41.43616;15.87;0.0;0.00;30.00;83.67;12.21;0.00;
C130;D03;X27;;1;41.43815;13.24;0.0;0.00;30.00;83.60;12.22;0.00;
C130;D02;X26;;1;41.44012;16.23;0.0;0.00;30.00;83.62;12.21;0.00;
C130;D01;X25;;1;41.44211;13.01;0.0;0.00;29.90;83.47;12.19;0.00;
C130;E01;X33;;1;41.44411;12.53;0.0;0.00;29.90;83.40;12.22;0.00;
C130;E02;X34;;1;41.44608;15.52;0.0;0.00;29.90;83.27;12.20;0.00;
C130;E03;X35;;1;41.44818;13.10;0.0;0.00;29.90;83.27;12.21;0.00;
C130;E04;X36;;1;41.45016;15.82;0.0;0.00;29.90;83.14;12.22;0.00;
C130;E05;X37;;1;41.45213;10.80;0.0;0.00;29.90;83.14;12.22;0.00;
C130;E06;X38;;1;41.45412;12.56;0.0;0.00;29.90;83.15;12.22;0.00;
C130;E07;X39;;1;41.45613;10.52;0.0;0.00;29.90;83.27;12.22;0.00;
C130;E08;X40;;1;41.45815;12.10;0.0;0.00;29.90;83.20;12.29;0.00;
C130;F08;X48;;1;41.46012;11.46;0.0;0.00;29.90;83.27;12.22;0.00;
C130;F07;X47;;1;41.46210;10.25;0.0;0.00;29.90;83.41;12.23;0.00;
C130;F06;X46;;1;41.46407;12.00;0.0;0.00;29.90;83.48;12.22;0.00;
C130;F05;X45;;1;41.46605;10.28;0.0;0.00;29.90;83.61;12.23;0.00;
C130;F04;X44;;1;41.46803;16.97;0.0;0.00;29.90;83.74;12.22;0.00;
C130;F03;X43;;1;41.47001;12.85;0.0;0.00;29.90;83.88;12.23;0.00;
C130;F02;X42;;1;41.47199;14.80;0.0;0.00;29.90;84.07;12.23;0.00;
C130;F01;X41;;1;41.47400;12.59;0.0;0.00;29.90;84.19;12.22;0.00;
R;;;;2;41.47950;97.16;0.0;31.94;29.90;84.37;12.28;0.00;test measure for referencing with gain 22 and 9
C130;A01;X1;;2;41.48483;56.02;0.0;0.00;29.90;84.57;12.29;0.00;
C130;A02;X2;;2;41.48689;58.60;0.0;0.00;29.90;84.64;12.23;0.00;
C130;A03;X3;;2;41.48891;57.79;0.0;0.00;29.90;84.71;12.28;0.00;
C130;A04;X4;;2;41.49087;59.71;0.0;0.00;29.90;84.58;12.22;0.00;
C130;A05;X5;;2;41.49289;41.95;0.0;0.00;29.90;84.71;12.22;0.00;
C130;A06;X6;;2;41.49492;48.75;0.0;0.00;29.90;84.58;12.29;0.00;
C130;A07;X7;;2;41.49690;40.57;0.0;0.00;29.90;84.44;12.23;0.00;
C130;A08;X8;;2;41.49891;52.26;0.0;0.00;29.90;84.45;12.28;0.00;
C130;B08;X16;;2;41.50092;56.73;0.0;0.00;29.90;84.56;12.29;0.00;
C130;B07;X15;;2;41.50287;44.07;0.0;0.00;29.90;84.60;12.23;0.00;
C130;B06;X14;;2;41.50494;50.08;0.0;0.00;29.90;84.57;12.29;0.00;
C130;B05;X13;;2;41.50697;43.99;0.0;0.00;29.90;84.57;12.23;0.00;
C130;B04;X12;;2;41.50898;61.76;0.0;0.00;30.00;84.63;12.28;0.00;
C130;B03;X11;;2;41.51093;55.98;0.0;0.00;29.90;84.64;12.22;0.00;
C130;B02;X10;;2;41.51292;61.19;0.0;0.00;30.00;84.64;12.28;0.00;
C130;B01;X9;;2;41.51490;57.47;0.0;0.00;29.90;84.70;12.25;0.00;
C130;C01;X17;;2;41.51688;56.96;0.0;0.00;29.90;84.57;12.23;0.00;
C130;C02;X18;;2;41.51886;61.58;0.0;0.00;30.00;84.58;12.22;0.00;
C130;C03;X19;;2;41.52088;56.06;0.0;0.00;30.00;84.45;12.21;0.00;
C130;C04;X20;;2;41.52288;62.02;0.0;0.00;30.00;84.38;12.23;0.00;
C130;C05;X21;;2;41.52495;43.66;0.0;0.00;30.00;84.25;12.28;0.00;
C130;C06;X22;;2;41.52697;50.75;0.0;0.00;30.00;84.21;12.23;0.00;
C130;C07;X23;;2;41.52895;47.44;0.0;0.00;30.00;84.25;12.23;0.00;
C130;C08;X24;;2;41.53104;52.27;0.0;0.00;30.00;84.35;12.23;0.00;
C130;D08;X32;;2;41.53315;52.60;0.0;0.00;30.00;84.31;12.22;0.00;
C130;D07;X31;;2;41.53518;44.42;0.0;0.00;30.00;84.26;12.28;0.00;
C130;D06;X30;;2;41.53716;54.09;0.0;0.00;30.00;84.32;12.23;0.00;
C130;D05;X29;;2;41.53911;46.29;0.0;0.00;30.00;84.33;12.23;0.00;
C130;D04;X28;;2;41.54114;68.52;0.0;0.00;30.00;84.25;12.23;0.00;
C130;D03;X27;;2;41.54310;57.04;0.0;0.00;30.00;84.36;12.28;0.00;
C130;D02;X26;;2;41.54506;70.11;0.0;0.00;30.00;84.25;12.29;0.00;
C130;D01;X25;;2;41.54705;56.16;0.0;0.00;30.00;84.19;12.23;0.00;
C130;E01;X33;;2;41.54906;54.53;0.0;0.00;30.00;84.11;12.28;0.00;
C130;E02;X34;;2;41.55115;67.12;0.0;0.00;30.00;84.23;12.28;0.00;
C130;E03;X35;;2;41.55313;56.30;0.0;0.00;30.00;83.99;12.29;0.00;
C130;E04;X36;;2;41.55518;68.14;0.0;0.00;30.00;84.07;12.30;0.00;
C130;E05;X37;;2;41.55722;46.47;0.0;0.00;30.00;83.98;12.30;0.00;
C130;E06;X38;;2;41.55919;54.10;0.0;0.00;30.00;84.10;12.30;0.00;
C130;E07;X39;;2;41.56121;45.48;0.0;0.00;30.00;83.98;12.29;0.00;
C130;E08;X40;;2;41.56321;52.63;0.0;0.00;30.00;83.92;12.29;0.00;
C130;F08;X48;;2;41.56519;49.81;0.0;0.00;30.00;83.98;12.30;0.00;
C130;F07;X47;;2;41.56719;44.18;0.0;0.00;30.00;83.99;12.29;0.00;
C130;F06;X46;;2;41.56916;52.22;0.0;0.00;30.00;83.92;12.29;0.00;
C130;F05;X45;;2;41.57118;44.30;0.0;0.00;30.00;83.92;12.29;0.00;
C130;F04;X44;;2;41.57316;73.34;0.0;0.00;30.00;83.92;12.30;0.00;
C130;F03;X43;;2;41.57514;55.51;0.0;0.00;30.00;83.92;12.29;0.00;
C130;F02;X42;;2;41.57726;64.14;0.0;0.00;30.00;83.80;12.29;0.00;
C130;F01;X41;;2;41.57925;54.62;0.0;0.00;30.00;83.79;12.30;0.00;
R;;;;3;41.58642;97.31;0.0;32.00;30.00;83.66;12.30;0.00;test measure for referencing with gain 22 and 9
C130;A01;X1;;3;41.59357;185.63;0.0;0.00;30.00;83.47;12.31;0.00;
C130;A02;X2;;3;41.59564;193.88;0.0;0.00;30.00;83.39;12.31;0.00;
C130;A03;X3;;3;41.59769;191.27;0.0;0.00;30.00;83.40;12.31;0.00;
C130;A04;X4;;3;41.59966;197.13;0.0;0.00;30.00;83.34;12.31;0.00;
C130;A05;X5;;3;41.60165;138.64;0.0;0.00;30.00;83.33;12.31;0.00;
C130;A06;X6;;3;41.60366;161.00;0.0;0.00;29.90;83.34;12.32;0.00;
C130;A07;X7;;3;41.60563;134.34;0.0;0.00;30.00;83.27;12.32;0.00;
C130;A08;X8;;3;41.60762;172.83;0.0;0.00;29.90;83.15;12.32;0.00;
C130;B08;X16;;3;41.60970;187.42;0.0;0.00;29.90;83.20;12.31;0.00;
